"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
34882020,3488,2020,"GA0080000","GA0080000","","N","N",,"I","BARTOW","BARTOW CO SO CARTERSVILLE","Bartow","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","County",74043,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",145,5,150,41,33,74,0,0,01-JAN-18,01-JAN-20,01-JAN-20,01-MAR-20,01-MAR-20,01-MAR-20,"N","BARTOW","Atlanta-Sandy Springs-Alpharetta, GA","Y","Y","Y"
34892020,3489,2020,"GA0080100","GA0080100","","N","N",,"I","CARTERSVILLE","CARTERSVILLE PD","Cartersville","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","City",21995,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",38,2,40,9,8,17,0,0,01-JAN-18,01-DEC-18,01-DEC-18,01-JUL-19,01-JUL-19,,"N","BARTOW","Atlanta-Sandy Springs-Alpharetta, GA","Y","Y","Y"
34902020,3490,2020,"GA0080200","GA0080200","","N","N",,"I","ADAIRSVILLE","ADAIRSVILLE PD","Adairsville","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","City",4998,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",15,0,15,1,2,3,0,0,01-JAN-18,01-NOV-18,01-NOV-18,01-MAR-19,01-MAR-19,01-MAR-19,"N","BARTOW","Atlanta-Sandy Springs-Alpharetta, GA","Y","Y","Y"
34912020,3491,2020,"GA0080300","GA0080300","","N","N",,"I","KINGSTON","KINGSTON PD","Kingston","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","City",684,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,1,1,0,0,01-JAN-18,01-AUG-19,01-AUG-19,01-SEP-20,01-SEP-20,01-SEP-20,"N","BARTOW","Atlanta-Sandy Springs-Alpharetta, GA","Y","Y","Y"
34932020,3493,2020,"GA0080600","GA0080600","","N","N",,"I","EMERSON","EMERSON PD EMERSON","Emerson","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","City",1610,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",7,0,7,1,1,2,0,0,01-JAN-18,01-JAN-19,01-JAN-19,01-JUL-19,01-JUL-19,01-JUL-19,"N","BARTOW","Atlanta-Sandy Springs-Alpharetta, GA","Y","Y","Y"
34952020,3495,2020,"GA0090000","GA0090000","","N","N",,"I","BEN HILL","BEN HILL CO SO FITZGERALD","Ben Hill","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","County",7960,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",22,7,29,3,15,18,0,0,01-JAN-18,01-JUN-19,01-JUN-19,01-APR-20,01-APR-20,01-APR-20,"N","BEN HILL","Non-MSA","Y","Y","Y"
34962020,3496,2020,"GA0090100","GA0090100","","N","N",,"I","FITZGERALD","FITZGERALD PD","Fitzgerald","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","City",8611,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",23,2,25,1,6,7,0,0,01-JAN-18,01-OCT-19,01-OCT-19,01-AUG-20,01-JUL-20,01-JUL-20,"N","BEN HILL","Non-MSA","Y","Y","Y"
34972020,3497,2020,"GA0100000","GA0100000","","N","N",,"I","BERRIEN","BERRIEN CO SO NASHVILLE","Berrien","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","County",11418,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",25,14,39,2,11,13,0,0,01-JAN-18,01-OCT-19,01-OCT-19,01-DEC-19,01-DEC-19,01-DEC-19,"N","BERRIEN","Non-MSA","Y","Y","Y"
34982020,3498,2020,"GA0100100","GA0100100","","N","N",,"I","NASHVILLE","NASHVILLE PD","Nashville","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","City",4839,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",12,0,12,0,5,5,0,0,01-JAN-18,01-FEB-19,01-FEB-19,01-DEC-19,01-DEC-19,01-DEC-19,"N","BERRIEN","Non-MSA","Y","Y","Y"
34992020,3499,2020,"GA0100200","GA0100200","","N","N",,"I","ALAPAHA","ALAPAHA PD","Alapaha","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","City",676,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,1,1,0,0,01-JAN-18,01-DEC-18,01-DEC-18,01-NOV-19,01-JUN-19,,"N","BERRIEN","Non-MSA","Y","Y","Y"
35012020,3501,2020,"GA0100400","GA0100400","","N","N",,"I","ENIGMA","ENIGMA PD","Enigma","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","City",1352,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,2,2,0,0,01-JAN-18,01-NOV-20,01-NOV-20,,,,"N","BERRIEN","Non-MSA","Y","Y","Y"
35022020,3502,2020,"GA0110000","GA0110000","","N","N",,"I","BIBB","BIBB CO SO MACON","Bibb","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","County",152621,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",19,"9A","MSA counties 100,000 or over","9","MSA Counties","Y",3,"R","Y",303,14,317,115,65,180,0,0,01-JAN-18,01-FEB-19,01-FEB-19,01-MAY-20,01-MAY-20,01-MAY-20,"N","BIBB","Macon-Bibb County, GA","Y","Y","Y"
35042020,3504,2020,"GA0110200","GA0110200","","N","N",,"I","GA FORESTRY COMMISSION","GA FORESTRY COMMISSION MACON","Georgia Forestry Commission","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","Other State Agency",0,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",4,0,4,1,1,2,0,0,01-JAN-18,01-SEP-19,01-SEP-19,01-MAR-20,01-MAR-20,01-MAR-20,"N","BIBB","Macon-Bibb County, GA","Y","Y","Y"
35062020,3506,2020,"GA0110400","GA0110400","","N","N",,"I","BIBB CO BOARD OF EDUCAT","BIBB CO BOARD OF ED CAMPUS POLICE DEPT MACON","Bibb County Board of Education","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","Other",0,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",17,0,17,4,6,10,0,0,01-JAN-18,01-OCT-19,01-OCT-19,01-NOV-19,01-NOV-19,01-JAN-20,"N","BIBB","Macon-Bibb County, GA","Y","Y","Y"
35072020,3507,2020,"GA011099E","GA0110900","","N","N",,"I","MERCER UNIVERSITY","MERCER UNIV DPS CAMPUS SECURITY MACON","Mercer University","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","University or College",0,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",19,2,21,3,6,9,0,0,01-JAN-18,01-DEC-18,01-DEC-18,01-JUN-19,01-JUN-19,01-JUN-19,"N","BIBB","Macon-Bibb County, GA","Y","Y","Y"
35102020,3510,2020,"GA0120000","GA0120000","","N","N",,"I","BLECKLEY","BLECKLEY CO SO COCHRAN","Bleckley","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","County",7850,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",19,9,28,0,14,14,0,0,01-JAN-18,01-SEP-19,01-SEP-19,01-OCT-19,01-OCT-19,01-OCT-19,"N","BLECKLEY","Non-MSA","Y","Y","Y"
35112020,3511,2020,"GA0120100","GA0120100","","N","N",,"I","COCHRAN","COCHRAN PD","Cochran","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","City",4984,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",9,0,9,2,1,3,0,0,01-JAN-18,01-JUN-19,01-JUN-19,01-AUG-19,01-AUG-19,,"N","BLECKLEY","Non-MSA","Y","Y","Y"
35122020,3512,2020,"GA0120200","GA0120200","","N","N",,"I","MIDDLE GEORGIA ST UNIV","MIDDLE GA COLLEGE PUBLIC SAFETY DEPT COCHRAN","Middle Georgia State University","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","University or College",0,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",15,0,15,7,4,11,0,0,01-JAN-18,01-JAN-19,01-JAN-19,01-JUN-19,01-JUN-19,01-JUN-19,"N","BLECKLEY","Non-MSA","Y","Y","Y"
35132020,3513,2020,"GA0130000","GA0130000","","N","N",,"I","BRANTLEY","BRANTLEY CO SO NAHUNTA","Brantley","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","County",17462,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",28,0,28,11,4,15,0,0,01-JAN-18,01-OCT-19,01-OCT-19,01-DEC-20,01-DEC-20,01-DEC-20,"N","BRANTLEY","Brunswick, GA","Y","Y","Y"
35142020,3514,2020,"GA0130100","GA0130100","","N","N",,"I","NAHUNTA","NAHUNTA PD","Nahunta","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","City",1152,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-18,01-OCT-19,01-OCT-19,,,,"N","BRANTLEY","Brunswick, GA","Y","Y","Y"
35162020,3516,2020,"GA0140000","GA0140000","","N","N",,"I","BROOKS","BROOKS CO SO QUITMAN","Brooks","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","County",10942,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",23,9,32,1,11,12,0,0,01-JAN-18,01-OCT-19,01-OCT-19,01-NOV-19,01-NOV-19,01-NOV-19,"N","BROOKS","Valdosta, GA","Y","Y","Y"
35192020,3519,2020,"GA0150000","GA0150000","","N","N",,"I","BRYAN","BRYAN CO SO PEMBROKE","Bryan","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","County",23628,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",31,14,45,6,19,25,0,0,01-JAN-18,01-OCT-19,01-OCT-19,01-NOV-19,01-NOV-19,01-NOV-19,"N","BRYAN","Savannah, GA","Y","Y","Y"
35202020,3520,2020,"GA0150100","GA0150100","","N","N",,"I","PEMBROKE","PEMBROKE PD","Pembroke","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","City",2685,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,0,8,1,1,2,0,0,01-JAN-18,01-OCT-19,01-OCT-19,01-MAR-20,01-MAR-20,01-MAR-20,"N","BRYAN","Savannah, GA","Y","Y","Y"
35212020,3521,2020,"GA0150200","GA0150200","","N","N",,"I","RICHMOND HILL","RICHMOND HILL PD","Richmond Hill","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","City",14437,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",31,1,32,2,5,7,0,0,01-JAN-18,01-OCT-19,01-OCT-19,01-MAR-21,01-MAR-21,01-MAR-21,"N","BRYAN","Savannah, GA","Y","Y","Y"
35222020,3522,2020,"GA0160000","GA0160000","","N","N",,"I","BULLOCH","BULLOCH CO SO STATESBORO","Bulloch","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","County",44302,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",97,2,99,24,9,33,0,0,01-JAN-18,01-DEC-18,01-DEC-18,01-FEB-21,01-FEB-21,01-FEB-21,"N","BULLOCH","Non-MSA","Y","Y","Y"
35262020,3526,2020,"GA0160400","GA0160400","","N","N",,"I","GA SOUTHERN UNIVERSITY","GEORGIA SOUTHERN UNIVERSITY PD STATESBORO","Georgia Southern University","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","University or College",0,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",41,0,41,18,11,29,0,0,01-JAN-18,01-SEP-19,01-SEP-19,01-NOV-19,01-NOV-19,01-NOV-19,"N","BULLOCH","Non-MSA","Y","Y","Y"
35282020,3528,2020,"GA0170000","GA0170000","","N","N",,"I","BURKE","BURKE CO SO WAYNESBORO","Burke ","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","County",15703,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",76,7,83,19,10,29,0,0,01-JAN-18,01-SEP-19,01-SEP-19,01-NOV-19,01-NOV-19,,"N","BURKE","Augusta-Richmond County, GA-SC","Y","Y","Y"
35292020,3529,2020,"GA0170100","GA0170100","","N","N",,"I","WAYNESBORO","WAYNESBORO PD","Waynesboro","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","City",5308,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",19,0,19,4,7,11,0,0,01-JAN-18,01-SEP-19,01-SEP-19,01-NOV-19,01-NOV-19,01-NOV-19,"N","BURKE","Augusta-Richmond County, GA-SC","Y","Y","Y"
35312020,3531,2020,"GA0170300","GA0170300","","N","N",,"I","SARDIS","SARDIS PD","Sardis","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","City",956,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-18,01-JAN-20,01-JAN-20,01-FEB-21,01-FEB-21,,"N","BURKE","Augusta-Richmond County, GA-SC","Y","Y","Y"
35332020,3533,2020,"GA0180000","GA0180000","","N","N",,"I","BUTTS","BUTTS CO SO JACKSON","Butts","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","County",19770,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",60,18,78,3,23,26,0,0,01-JAN-18,01-OCT-19,01-OCT-19,01-DEC-19,01-DEC-19,01-DEC-19,"N","BUTTS","Atlanta-Sandy Springs-Alpharetta, GA","Y","Y","Y"
35392020,3539,2020,"GA0190200","GA0190200","","N","N",,"I","EDISON","EDISON PD","Edison","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","City",1380,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,2,1,3,0,0,01-JAN-18,01-OCT-19,01-OCT-19,01-NOV-19,01-NOV-19,,"N","CALHOUN","Non-MSA","Y","Y","Y"
35452020,3545,2020,"GA0210000","GA0210000","","N","N",,"I","CANDLER","CANDLER CO SO METTER","Candler","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","County",6835,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",15,4,19,0,7,7,0,0,01-JAN-18,01-JUN-19,01-JUN-19,01-NOV-19,01-NOV-19,01-NOV-19,"N","CANDLER","Non-MSA","Y","Y","Y"
35462020,3546,2020,"GA0210100","GA0210100","","N","N",,"I","METTER","METTER PD","Metter","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","City",3927,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",12,0,12,0,1,1,0,0,01-JAN-18,01-MAY-19,01-MAY-19,01-OCT-20,01-AUG-20,01-OCT-20,"N","CANDLER","Non-MSA","Y","Y","Y"
35482020,3548,2020,"GA0220000","GA0220000","","N","N",,"I","CARROLL","CARROLL CO SO CARROLLTON","Carroll","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","County",74182,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",97,47,144,13,32,45,0,0,01-JAN-18,01-JAN-18,01-JAN-18,01-JUL-20,01-MAY-20,01-OCT-20,"N","CARROLL","Atlanta-Sandy Springs-Alpharetta, GA","Y","Y","Y"
35502020,3550,2020,"GA0220200","GA0220200","","N","N",,"I","VILLA RICA","VILLA RICA PD","Villa Rica","","A",13,"Georgia","GA","GA","5","South Atlantic","3","South","Region III","City",16296,23363,"GAUCR0001","Georgia Bureau of Investigation Georgia Crime Information Center","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",35,0,35,8,9,17,0,0,01-JAN-18,01-APR-19,01-APR-19,01-NOV-20,01-NOV-20,01-NOV-20,"N","DOUGLAS; CARROLL","Atlanta-Sandy Springs-Alpharetta, GA","Y","Y","Y"
